name,code
Lauterstein,08117061
Lautert,07141078
Lautertal,09473141
Lautertal (Odenwald),06431014
Lautertal (Vogelsberg),06535012
Lautrach,09778164
Lautzenbrücken,07143255
Lautzenhausen,07140082
Lawalde,14626270
Lawitz,12067292
Lebach,10044112
Lebrade,01057045
Lebus,12064268
Lebusa,12062289
Lechbruck am See,09777147
Leck,01054076
Lederhose,16076042
Leegebruch,12065180
Leer (Ostfriesland),03457013
Leese,03256018
Leezdorf,03452015
Leezen,01060053
Leezen,13076082
Legau,09778165
Legde/Quitzöbel,12070241
Legden,05554036
Lehe,01051065
Lehe,03454030
Lehesten,16073046
Lehesten,16074051
Lehmen,07137504
Lehmkuhlen,01057046
Lehmrade,01053084
Lehnstedt,16071049
Lehrberg,09571171
Lehre,03154014
Lehrensteinsfeld,08125057
Lehrte,03241011
Leibertingen,08437072
Leiblfing,09278146
Leichlingen (Rhld.),05378016
Leidenborn,07232259
Leidersbach,09676136
Leienkaul,07135502
Leiferde,03151015
Leimbach,07131044
Leimbach,07232073
Leimbach,16063051
Leimen,07340027
Leimen,08226041
Leimersheim,07334016
Leinach,09679200
Leinatal,16067083
Leinburg,09574139
Leinburg,09574461
Leinefelde-Worbis,16061115
Leinfelden-Echterdingen,08116078
Leingarten,08125058
Leiningen,07140084
Leinsweiler,07337051
Leinzell,08136040
Leipheim,09774155
Leipzig,14713000
Leisel,07134050
Leisnig,14522310
Leitzweiler,07134051
Leiwen,07235074
Leizen,13071088
Lelkendorf,13072066
Lemberg,07340028
Lembruch,03251022
Lemförde,03251023
Lemgo,05766044
Lemgow,03354015
Lemnitz,16075057
Lemwerder,03461006
Lenauer Forst,09377455
Lengdorf,09177127
Lengede,03157005
Lengenbostel,03357034
Lengenfeld,14523170
Lengenwang,09777149
Lengerich,03454031
Lengerich,05566040
Lengfeld,16069026
Lenggries,09173135
Lenne,03255027
Lennestadt,05966020
Lenningen,08116079
Lensahn,01055027
Lenterode,16061065
Lentföhrden,01060054
Lenting,09176143
Lenzen (Elbe),12070244
Lenzerwische,12070246
Lenzkirch,08315068
Leonberg,08115028
Leonberg,09377137
Leopoldshagen,13075075
Leopoldshöhe,05766048
Leopoldsreuter Wald,09272455
Letschin,12064274
Lettweiler,07133058
Leubsdorf,07138037
Leubsdorf,14522320
Leuchtenberg,09374132
Leun,06532016
Leuna,15088205
Leupoldsgrün,09475145
Leussow,13076084
Leutenbach,08119042
Leutenbach,09474147
Leutenberg,16073106
Leutenthal,16071051
Leuterod,07143042
Leutersdorf,14626280
Leutersdorf,16066039
Leutershausen,09571174
Leutesdorf,07138038
Leutkirch im Allgäu,08436055
Levenhagen,13075076
Leverkusen,05316000
Lewitzrand,13076085
Lexgaard,01054077
Lich,06531011
Lichte,16073049
Lichtenau,05774028
Lichtenau,08216028
Lichtenau,09571175
Lichtenau,14522330
Lichtenberg,09475146
Lichtenberg,14625320
Lichtenberg/Erzgeb.,14522340
Lichtenborn,07232260
Lichtenfels,06635016
Lichtenfels,09478139
Lichtenstein,08415092
Lichtenstein/Sa.,14524160
Lichtentanne,14524170
Lichtenwald,08116037
Lichterfeld-Schacksdorf,12062293
Liebenau,03256019
Liebenau,06633016
Liebenburg,03153008
Liebenscheid,07143256
Liebenstein,16070033
Liebenwalde,12065193
Lieberose,12061308
Liebschützberg,14730170
Liebshausen,07140085
Liebstadt,14628230
Liederbach am Taunus,06436010
Lieg,07135053
Lienen,05566044
Liepe,12060128
Liepgarten,13075078
Lierfeld,07232261
Lierschied,07141079
Liesenich,07135054
Lieser,07231075
Ließem,07232074
Lieth,01051067
Lietzen,12064288
Lietzow,13073049
Lilienthal,03356005
Limbach,07133059
Limbach,07143257
Limbach,08225052
Limbach,14523190
Limbach-Oberfrohna,14524180
Limburg a.d. Lahn,06533009
Limburgerhof,07338017
Limeshain,06440014
Linau,01053085
Lind,07131047
Lind,07137063
Linda b. Neustadt an der Orla,16075061
Linda b. Weida,16076043
Lindach,09471457
Lindau,01058096
Lindau (Bodensee),09776116
Lindberg,09276130
Linden,01051068
Linden,06531012
Linden,07143258
Linden,07335023
Lindenau,12066188
Lindenberg,07332034
Lindenberg,13071089
Lindenberg i. Allgäu,09776117
Lindendorf,12064290
Lindenfels,06431015
Lindenhardter Forst-Nordwest,09472460
Lindenhardter Forst-Südost,09472461
Lindenkreuz,16076044
Lindenschied,07140086
Lindern (Oldenburg),03453010
Lindetal,13071090
Lindewerra,16061066
Lindewitt,01059179
Lindholz,13073050
Lindhorst,03257020
Lindig,16074052
Lindlar,05374020
Lindow (Mark),12068280
Lindwedel,03358015
Lingen (Ems),03454032
Lingenfeld,07334017
Lingerhahn,07140087
Linkenbach,07138040
Linkenheim-Hochstetten,08215105
Linnich,05358036
Linsburg,03256020
Linsengericht,06435018
Linthe,12069345
Linz am Rhein,07138041
Lippersdorf-Erdmannsdorf,16074053
Lippetal,05974024
Lipporn,07141080
Lipprechterode,16062033
Lippstadt,05974028
Lirstal,07233224
Lisberg,09471154
Lissendorf,07233041
List,01054078
Litzendorf,09471155
Löbau,14626290
Lobbach,08226104
Löberschütz,16074054
Löbichau,16077026
Löbnitz,13073051
Löbnitz,14730180
Löchgau,08118047
Lochum,07143259
Löcknitz,13075079
Lockstedt,01061064
Lockwisch,13074045
Loddin,13075080
Lödla,16077027
Löf,07137214
Loffenau,08216029
Löffingen,08315070
Lohbarbek,01061065
Lohberg,09372178
Lohe-Föhrden,01058097
Lohe-Rickelshof,01051069
Lohfelden,06633017
Lohheide,03351501
Lohkirchen,09183125
Löhma,16075063
Lohmar,05382028
Lohme,13073052
Lohmen,13072067
Lohmen,14628240
Löhnberg,06533010
Löhne,05758024
Lohne (Oldenburg),03460006
Lohnsfeld,07333042
Lohnweiler,07336060
Lohr a. Main,09677155
Lohra,06534013
Lohrheim,07141081
Lohsa,14625330
Loiching,09279124
Loissin,13075081
Loit,01059055
Loitsche-Heinrichsberg,15083361
Loitz,13075082
Loitzendorf,09278147
Lollar,06531013
Löllbach,07133060
Lollschied,07141082
Lommatzsch,14627130
Longen,07235077
Longkamp,07231077
Longuich,07235078
Löningen,03453011
Lonnerstadt,09572139
Lonnig,07137065
Lonsee,08425075
Lonsheim,07331043
Looft,01061066
Loop,01058098
Loose,01058099
Löptin,01057047
Lorch,06439010
Lorch,08136042
Lörrach,08336050
Lorsch,06431016
Lorscheid,07235080
Lorup,03454033
Lörzweiler,07339034
Losheim am See,10042112
Lösnich,07231076
Lossatal,14729245
Loßburg,08237045
Lößnitz,14521370
Lotte,05566048
Lottorf,01059056
Lottstetten,08337070
Lötzbeuren,07231206
Löwenberger Land,12065198
Löwenstedt,01054079
Löwenstein,08125059
Loxstedt,03352032
Lübbecke,05770020
Lübben (Spreewald),12061316
Lübbenau/Spreewald,12066196
Lübberstedt,03356006
Lübberstorf,13074046
Lübbow,03354017
Lübeck,01003000
Lübesse,13076086
Lüblow,13076087
Lubmin,13075083
Lübow,13074047
Lübs,13075084
Lübstorf,13074048
Lübtheen,13076088
Lübz,13076089
Lüchow,01053086
Lüchow (Wendland),03354018
Lucka,16077028
Luckaitztal,12066202
Luckau,12061320
Luckau (Wendland),03354016
Luckenbach,07143260
Lückenburg,07231078
Luckenwalde,12072232
Luckow,13075085
Lüdenscheid,05962032
Lüder,03360013
Lüdersburg,03355021
Lüdersdorf,13074049
Lüdersfeld,03257021
Lüdershagen,13073053
Lüdinghausen,05558024
Ludorf,13071091
Ludwigsau,06632012
Ludwigsburg,08118048
Ludwigschorgast,09477135
Ludwigsfelde,12072240
Ludwigshafen am Rhein,07314000
Ludwigshöhe,07339035
Ludwigslust,13076090
Ludwigsstadt,09476152
Ludwigswinkel,07340029
Lüerdissen,03255028
Lug,07340030
Lugau/Erzgeb.,14521380
Lügde,05766052
Lühburg,13072068
Luhden,03257022
Luhe-Wildenau,09374133
Lühmannsdorf,13075086
Luhnstedt,01058101
Luisenthal,16067044
Lülsfeld,09678153
Lumpzig,16077029
Lunden,01051071
Lünebach,07232262
Lüneburg,03355022
Lünen,05978024
Lünne,03454034
Lunow-Stolzenhagen,12060149
Lunzenau,14522350
Lupburg,09373143
Lürschau,01059057
Lüssow,13072069
Lüssow,13073054
Lustadt,07334018
Lütau,01053087
Lütetsburg,03452016
Lütjenburg,01057048
Lütjenholm,01054080
Lütjensee,01062045
Lütjenwestedt,01058100
Lütow,13075087
Lutter,16061067
Lutter am Barenberge,03153009
Lutterbek,01057049
Lüttow-Valluhn,13076092
Lütz,07135056
Lützelbach,06437010
Lützen,15084315
Lutzerath,07135057
Lutzhorn,01056035
Lutzingen,09773146
Lützkampen,07232263
Lützow,13074050
Luxem,07137066
Lychen,12073384
Lykershausen,07141083
Maasbüll,01059141
Maasen,03251024
Maasholm,01059142
Machern,14729250
Macken,07137215
Mackenbach,07335024
Mackenrode,16061068
Mackenrodt,07134052
Magdala,16071053
Magdeburg,15003000
Magstadt,08115029
Mahlberg,08317073
Mahlstetten,08327033
Mähren,07143502
Mähring,09377139
Maierhöfen,09776118
Maihingen,09779176
Maikammer,07337052
Mainaschaff,09671140
Mainbernheim,09675144
Mainburg,09273147
Mainhardt,08127052
Mainhausen,06438007
Mainleus,09477136
Mainstockheim,09675146
Maintal,06435019
Mainz,07315000
Maisach,09179134
Maisborn,07140089
Maitenbeth,09183126
Maitzborn,07140090
Malberg,07132066
Malberg,07232075
Malbergweich,07232076
Malborn,07231079
Malchin,13071092
Malching,09275132
Malchow,13071093
Malente,01055028
Malgersdorf,09277131
Malk Göhren,13076093
Mallersdorf-Pfaffenberg,09278148
Malliß,13076094
Malsburg-Marzell,08336104
Malsch,08215046
Malsch,08226046
Malschwitz,14625340
Malsfeld,06634013
Malterdingen,08316024
Mammelzen,07132067
Mammendorf,09179136
Mamming,09279125
Manching,09186137
Mandel,07133061
Mandelbachtal,10045116
Mandern,07235081
Manderscheid,07231080
Manderscheid,07232264
Manhagen,01055029
Mannebach,07233225
Mannebach,07235082
Mannheim,08222000
Mannstedt,16068035
Mannweiler-Cölln,07333043
Mansfeld,15087275
Mantel,09374134
Manteler Forst,09374452
Manubach,07339036
Marbach am Neckar,08118049
Marburg,06534014
March,08315132
Margetshöchheim,09679161
Mariaposching,09278149
Marienberg,14521390
Marienfels,07141084
Marienfließ,12070266
Marienhafe,03452017
Marienhagen,03254039
Marienhausen,07138201
Marienheide,05374024
Marienmünster,05762024
Marienrachdorf,07143044
Mariental,03154015
Mariental,03154504
Marienwerder,12060154
Maring-Noviand,07231081
Marisfeld,16069028
Mark,09572459
Mark Landin,12073386
Markdorf,08435034
Markersdorf,14626300
Markgröningen,08118050
Märkisch Buchholz,12061328
Märkisch Linden,12068306
Märkisch Luch,12063186
Märkische Heide,12061329
Märkische Höhe,12064303
Markkleeberg,14729260
Marklkofen,09279126
Marklohe,03256021
Markneukirchen,14523200
Markranstädt,14729270
Marksuhl,16063052
Markt Berolzheim,09577149
Markt Bibart,09575144
Markt Einersheim,09675148
Markt Erlbach,09575145
Markt Indersdorf,09174131
Markt Nordheim,09575146
Markt Rettenbach,09778168
Markt Schwaben,09175127
Markt Taschendorf,09575147
Markt Wald,09778169
Marktbergel,09575143
Marktbreit,09675147
Marktgraitz,09478143
Marktheidenfeld,09677157
Marktl,09171123
Marktleugast,09477138
Marktleuthen,09479135
Marktoberdorf,09777151
Marktoffingen,09779177
Marktredwitz,09479136
Marktrodach,09476183
Marktschellenberg,09172124
Marktschorgast,09477139
Marktsteft,09675149
Marktzeuln,09478144
Markvippach,16068036
Marl,03251025
Marl,05562024
Marloffstein,09572141
Marlow,13073055
Marne,01051072
Marnerdeich,01051073
Marnheim,07333045
Marnitz,13076095
Maroldsweisach,09674171
Marolterode,16064043
Maroth,07143045
Marpingen,10046112
Marquartstein,09189129
Marsberg,05958024
Marschacht,03353023
Martensrade,01057050
Martfeld,03251026
Marth,16061069
Martinlamitzer Forst-Nord,09475454
Martinlamitzer Forst-Süd,09479455
Martinroda,16070034
Martinsheim,09675150
Martinshöhe,07335203
Martinstein,07133062
Marxen,03353024
Marxheim,09779178
Marxzell,08215047
Marzhausen,07143261
Marzling,09178140
Masburg,07135058
Maselheim,08426071
Maßbach,09672131
Massenbachhausen,08125061
Massen-Niederlausitz,12062333
Masserberg,16069061
Massing,09277133
Massow,13071095
Maßweiler,07340217
Mastershausen,07140204
Masthorn,07232265
Matzenbach,07336107
Matzerath,07232266
Mauchenheim,07331044
Mauden,07132068
Mauel,07232267
Mauer,08226048
Mauern,09178142
Mauerstetten,09777152
Maulbronn,08236038
Maulburg,08336057
Mauschbach,07340218
Mauth,09272134
Mauther Forst,09272456
Maxdorf,07338018
Maxhütte-Haidhof,09376141
Maxsain,07143046
Mayen,07137068
Mayschoß,07131049
Mechelroda,16071055
Mechernich,05366028
Mechow,01053088
Mechtersen,03355023
Meckel,07232077
Meckenbach,07133063
Meckenbach,07134053
Meckenbeuren,08435035
Meckenheim,05382032
Meckenheim,07332035
Meckesheim,08226049
Medard,07336061
Meddersheim,07133064
Meddewade,01062046
Medebach,05958028
Medelby,01059143
Medlingen,09773153
Medow,13075088
Meeder,09473144
Meerane,14524190
Meerbeck,03257023
Meerbusch,05162022
Meerfeld,07231082
Meersburg,08435036
Meesiger,13071096
Meezen,01058103
Megesheim,09779180
Meggerdorf,01059058
Mehlbach,07335025
Mehlbek,01061067
Mehlingen,07335026
Mehlmeisel,09472164
Mehmels,16066041
Mehna,16077031
Mehren,07132069
Mehren,07233042
Mehring,07235083
Mehring,09171124
Mehrstetten,08415048
Meierhöfer Seite,09479456
Meiersberg,13075089
Meinborn,07138042
Meine,03151016
Meinersen,03151017
Meinerzhagen,05962036
Meineweh,15084013
Meinhard,06636007
Meinheim,09577150
Meiningen,16066042
Meisburg,07233043
Meisenheim,07133065
Meißen,14627140
Meißenheim,08317075
Meißner,06636008
Meitingen,09772177
Melbeck,03355024
Melchow,12060161
Meldorf,01051074
Melle,03459024
Mellenbach-Glasbach,16073054
Mellenthin,13075090
Mellingen,16071056
Mellinghausen,03251027
Mellrichstadt,09673142
Mellrichstadter Forst,09673455
Melpers,16066043
Melsbach,07138043
Melsdorf,01058104
Melsungen,06634014
Melz,13071097
Memmelsdorf,09471159
Memmingen,09764000
Memmingerberg,09778171
Menden (Sauerland),05962040
Mendig,07137069
Mengen,08437076
Mengerschied,07140092
Mengerskirchen,06533011
Mengkofen,09279127
Menningen,07232078
Menslage,03459025
Menteroda,16064072
Menzendorf,13074052
Meppen,03454035
Merching,09771145
Merchweiler,10043113
Merdingen,08315072
Merenberg,06533012
Mering,09771146
Merkelbach,07143262
Merkendorf,09571177
Merklingen,08425079
Merlscheid,07232270
Mermuth,07140093
Merschbach,07231083
Merseburg,15088220
Mertendorf,15084335
Mertendorf,16074055
Mertesdorf,07235085
Mertesheim,07332036
Mertingen,09779181
Mertloch,07137070
Merxhausen,03255506
Merxheim,07133066
Merzalben,07340031
Merzdorf,12062336
Merzen,03459026
Merzenich,05358040
Merzhausen,08315073
Merzig,10042113
Merzkirchen,07235154
Merzweiler,07336062
Meschede,05958032
Mescherin,12073393
Mesekenhagen,13075091
Mesenich,07135060
Mespelbrunn,09671141
Messel,06432012
Messenkamp,03257024
Messerich,07232079
Messingen,03454036
Meßkirch,08437078
Meßstetten,08417044
Mestlin,13076096
Metelen,05566052
Metelsdorf,13074053
Metten,09271132
Mettendorf,07232080
Mettenheim,07331045
Mettenheim,09183127
Metterich,07232081
Mettingen,05566056
Mettlach,10042114
Mettmann,05158024
Mettweiler,07134054
Metzels,16066044
Metzenhausen,07140094
Metzingen,08415050
Meudt,07143263
Meura,16073055
Meusebach,16074056
Meuselbach-Schwarzmühle,16073056
Meuselwitz,16077032
Meuspath,07131050
Meyenburg,12070280
Meyn,01059144
Michelau i. OFr.,09478145
Michelau i. Steigerwald,09678157
Michelbach,07140095
Michelbach (Westerwald),07132070
Michelbach an der Bilz,08127056
Michelbuch,06431200
Michelfeld,08127059
Michelsneukirchen,09372142
Michelstadt,06437011
Michendorf,12069397
Mickhausen,09772178
Middelhagen,13073056
Midlum,01054083
Miehlen,07141085
Mielkendorf,01058105
Miellen,07141086
Miesbach,09182125
Miesitz,16075065
Mietingen,08426073
Mihla,16063055
Milda,16074057
Mildenau,14521400
Mildstedt,01054084
Millienhagen-Oebelitz,13073057
Milmersdorf,12073396
Milow,13076097
Milower Land,12063189
Miltach,09372143
Miltenberg,09676139
Mindelheim,09778173
Mindelstetten,09176147
Minden,05770024
Minden,07232082
Minderlittgen,07231085
Minfeld,07334020
Minheim,07231086
Mintraching,09375170
Mirow,13071099
Misselberg,07141087
Missen-Wilhams,09780127
Mistelbach,09472166
Mistelgau,09472167
Mistorf,13072071
Mittelangeln,01059185
Mittelbiberach,08426074
Mittelbrunn,07335027
Mitteleschenbach,09571178
Mittelfischbach,07141088
Mittelherwigsdorf,14626310
Mittelhof,07132011
Mittelneufnach,09772179
Mittelnkirchen,03359032
Mittelpöllnitz,16075066
Mittelreidenbach,07134055
Mittelsinn,09677159
Mittelsömmern,16064045
Mittelstenahe,03352036
Mittelstetten,09179137
Mittelstrimmig,07135061
Mittenaar,06532017
Mittenwald,09180123
Mittenwalde,12061332
Mittenwalde,12073404
Mitterfels,09278151
Mitterskirchen,09277134
Mitterteich,09377141
Mittweida,14522360
Mitwitz,09476154
Mixdorf,12067324
Mochau,14522370
Möckern,15086140
Möckern,16074058
Möckmühl,08125063
Mockrehna,14730190
Modautal,06432013
Mödingen,09773147
Moers,05170024
Mogendorf,07143047
Mögglingen,08136043
Möglingen,08118051
Mohlsdorf-Teichwolframsdorf,16076093
Möhnesee,05974032
Möhnsen,01053089
Möhrendorf,09572142
Mohrkirch,01059060
Moisburg,03353025
Molauer Land,15084341
Molbergen,03453012
Molfsee,01058107
Möllenbeck,13071100
Möllenbeck,13076098
Möllenhagen,13071101
Mölln,01053090
Mölln,13071102
Molsberg,07143266
Molschleben,16067047
Mölschow,13075092
Mölsheim,07331046
Moltzow,13071103
Molzhain,07132071
Mömbris,09671143
Mömlingen,09676140
Mommenheim,07339037
Mönchberg,09676141
Mönchengladbach,05116000
Mönchenholzhausen,16071057
Mönchhagen,13072072
Mönchpfiffel-Nikolausrieth,16065046
Mönchsdeggingen,09779184
Mönchsroth,09571179
Mönchweiler,08326037
Monheim,09779186
Monheim am Rhein,05158026
Mönkeberg,01057051
Mönkebude,13075093
Mönkhagen,01062048
Mönkloh,01060056
Monreal,07137074
Monschau,05334020
Monsheim,07331048
Mönsheim,08236039
Monstab,16077034
Montabaur,07143048
Möntenich,07135062
Monzelfeld,07231087
Monzernheim,07331049
Monzingen,07133067
Moordiek,01061068
Moorenweis,09179138
Moorgrund,16063094
Moorhusen,01061070
Moormerland,03457014
Moorrege,01056036
Moorweg,03462008
Moos,08335055
Moos,09271135
Moosach,09175128
Moosbach,09374137
Moosburg,08426078
Moosburg a.d. Isar,09178143
Moosinning,09177130
Moosthenning,09279128
Moraas,13076099
Morbach,07231502
Mörel,01058106
Mörfelden-Walldorf,06433008
Moringen,03155009
Moritzburg,14627150
Moritzheim,07135064
Mörlen,07143264
Mörlenbach,06431017
Mörnsheim,09176148
Morsbach,05374028
Mörsbach,07143265
Mörschbach,07140096
Morscheid,07235090
Morschen,06634015
Morschheim,07333047
Mörschied,07134056
Mörsdorf,07140503
Mörsdorf,16074059
Mörsfeld,07333046
Morshausen,07140205
Mörstadt,07331047
Mosbach,08225058
Mosbruch,07233226
Moschheim,07143049
Moselkern,07135065
Möser,15086145
Mossautal,06437012
Moßbach,16075068
Mössingen,08416025
Motten,09672134
Mottener Forst-Süd,09672461
Möttingen,09779185
Mötzing,09375171
Mötzingen,08115034
Moxa,16075069
Mözen,01060057
Much,05382036
Mucheln,01057052
Mücheln (Geiseltal),15088235
Muchow,13076100
Mücka,14626320
Mücke,06535013
Mückeln,07233046
Mudau,08225060
Müden (Aller),03151018
Müden (Mosel),07135066
Mudenbach,07143267
Mudersbach,07132072
Mudershausen,07141089
Mügeln,14730200
Muggensturm,08216033
Müglitztal,14628250
Mühbrook,01058108
Mühl Rosin,13072073
Mühlacker,08236040
Mühlau,14522380
Mühlberg/Elbe,12062341
Mühldorf a. Inn,09183128
Mühldorfer Hart,09183451
Mühlen Eichsen,13074054
Mühlenbach,08317078
Mühlenbarbek,01061071
Mühlenbecker Land,12065225
Mühlenberge,12063202
Mühlenfließ,12069402
Mühlenrade,01053091
Mühlental,14523230
Mühlhausen,08226054
Mühlhausen,09373146
Mühlhausen,09572143
Mühlhausen im Täle,08117035
Mühlhausen/Thüringen,16064046
Mühlhausen-Ehingen,08335097
Mühlheim am Main,06438008
Mühlheim an der Donau,08327036
Mühlingen,08335057
Mühlpfad,07140098
Mühltal,06432014
Muhr a. See,09577114
Mülbach,07232083
Mulda/Sa.,14522390
Muldenhammer,14523245
Muldestausee,15082241
Mulfingen,08126056
Mülheim an der Mosel,07231090
Mülheim an der Ruhr,05117000
Mülheim-Kärlich,07137216
Müllenbach,07131051
Müllenbach,07135067
Müllheim,08315074
Müllrose,12067336
Mülsen,14524200
Mülverstedt,16064047
Münchberg,09475154
Müncheberg,12064317
Münchehofe,12061344
München,09162000
Münchenbernsdorf,16076049
Münchhausen,06534015
Münchsmünster,09186139
Münchsteinach,09575150
Münchwald,07133068
Münchweiler am Klingbach,07337054
Münchweiler an der Alsenz,07333048
Münchweiler an der Rodalb,07340032
Mundelsheim,08118053
Munderkingen,08425081
Mündersbach,07143268
Münk,07137077
Munkbrarup,01059145
Münnerstadt,09672135
Munningen,09779188
Münsing,09173137
Münsingen,08415053
Munster,03358016
Münster,05515000
Münster,06432015
Münster,09779187
Münsterappel,07333049
Münsterdorf,01061072
Münsterhausen,09774160
Münstermaifeld,07137501
Münster-Sarmsheim,07339038
Münstertal/Schwarzwald,08315130
Münzenberg,06440015
Murchin,13075094
Murg,08337076
Mürlenbach,07233227
Murnau a. Staffelsee,09180124
Murr,08118054
Murrhardt,08119044
Müsch,07131052
Müschenbach,07143269
Müssen,01053092
Mustin,01053093
Mustin,13076101
Musweiler,07231091
Mutlangen,08136044
Mutterschied,07140099
Mutterstadt,07338019
Mützenich,07232271
Muxerath,07232084
Mylau,14523250
Nabburg,09376144
Nachrodt-Wiblingwerde,05962044
Nachtsheim,07137079
Nack,07331050
Nackenheim,07339039
Nadrensee,13075095
Nagel,09479138
Nagold,08235046
Nahe,01060058
Nahetal-Waldau,16069059
Nahrendorf,03355025
Naila,09475156
Nalbach,10044113
Namborn,10046113
Nandlstadt,09178144
Nannhausen,07140100
Nanzdietschweiler,07336064
Narsdorf,14729290
Nasingen,07232085
Nassau,07141091
Nassenfels,09176149
Nastätten,07141092
Natendorf,03360014
Nattenheim,07232086
Nattheim,08135026
Nauen,12063208
Nauendorf,16071059
Nauheim,06433009
Naumburg,06633018
Naumburg (Saale),15084355
Naundorf,14730210
Naunheim,07137080
Naunhof,14729300
Nauort,07143050
Naurath (Eifel),07235091
Naurath (Wald),07235092
Nauroth,07132073
Nausitz,16065047
Nausnitz,16074061
Nazza,16063058
Nebel,01054085
Nebelschütz,14625350
Nebra (Unstrut),15084360
Neckarbischofsheim,08226055
Neckargemünd,08226056
Neckargerach,08225064
Neckarsteinach,06431018
Neckarsulm,08125065
Neckartailfingen,08116041
Neckartenzlingen,08116042
Neckarwestheim,08125066
Neckarzimmern,08225067
Neddemin,13071104
Neef,07135068
Neenstetten,08425083
Neetze,03355026
Neetzka,13071105
Neetzow-Liepen,13075155
Negenborn,03255030
Negenharrie,01058109
Negernbötel,01060059
Nehms,01060060
Nehmten,01057053
Nehren,07135069
Nehren,08416026
Neichen,07233048
Neidenbach,07232087
Neidenfels,07332037
Neidenstein,08226058
Neidhartshausen,16063059
Neidlingen,08116043
Neißeaue,14626330
Neiße-Malxetal,12071294
Neißemünde,12067338
Neitersen,07132074
Nellingen,08425084
Nemsdorf-Göhrendorf,15088250
Nenndorf,03462009
Nennhausen,12063212
Nennslingen,09577151
Nentershausen,06632013
Nentershausen,07143051
Nerdlen,07233049
Nerenstetten,08425085
Neresheim,08136045
Neritz,01062050
Neroth,07233050
Nersingen,09775134
Nerzweiler,07336065
Neschwitz,14625360
Nesse-Apfelstädt,16067087
Nesselwang,09777153
Netphen,05970032
Nettelsee,01057054
Nettersheim,05366032
Nettetal,05166016
Netzbach,07141093
Netzschkau,14523260
Neu Bartelshagen,13073058
Neu Boltenhagen,13075097
Neu Darchau,03354019
Neu Duvenstedt,01058111
Neu Gülze,13076102
Neu Kaliß,13076103
Neu Kosenow,13075098
Neu Poserin,13076104
Neu Wulmstorf,03353026
Neu Zauche,12061352
Neualbenreuth,09377142
Neu-Anspach,06434007
Neu-Bamberg,07133069
Neubauer Forst-Nord,09472463
Neubauer Forst-Süd,09479457
Neuberend,01059062
Neuberg,06435020
Neubeuern,09187154
Neubiberg,09184146
Neubörger,03454037
Neubrandenburg,13071107
Neubrunn,09679164
Neubrunn,16066045
Neubukow,13072074
Neubulach,08235047
Neuburg,13074056
Neuburg a. Inn,09275133
Neuburg a.d. Donau,09185149
Neuburg a.d. Kammel,09774162
Neuburg am Rhein,07334021
Neuching,09177131
Neudenau,08125068
Neudorf-Bornstein,01058110
Neudrossenfeld,09477142
Neu-Eichenberg,06636009
Neuenbrook,01061073
Neuenbürg,08236043
Neuenburg am Rhein,08315076
Neuendeich,01056037
Neuendettelsau,09571180
Neuendorf,07232272
Neuendorf,09677164
Neuendorf b. Elmshorn,01061074
Neuendorf-Sachsenbande,01061119
Neuengönna,16074063
Neuengörs,01060061
Neuenhagen bei Berlin,12064336
Neuenhaus,03456014
Neuenkirchen,01051075
Neuenkirchen,03251028
Neuenkirchen,03352038
Neuenkirchen,03358017
Neuenkirchen,03359033
Neuenkirchen,03459027
Neuenkirchen,05566060
Neuenkirchen,13071108
Neuenkirchen,13073059
Neuenkirchen,13075101
Neuenkirchen,13075102
Neuenkirchen-Vörden,03460007
Neuenmarkt,09477143
Neuenrade,05962048
Neuensalz,14523270
Neuensorger Forst,09478453
Neuenstadt am Kocher,08125069
Neuenstein,06632014
Neuenstein,08126058
Neuental,06634016
Neuerburg,07232088
Neuerkirch,07140101
Neufahrn b. Freising,09178145
Neufahrn i. NB,09274153
Neufeld,01051076
Neufelderkoog,01051077
Neuffen,08116046
Neufra,08437082
Neufraunhofen,09274154
Neuhardenberg,12064340
Neuharlingersiel,03462010
Neuhaus (Oste),03352039
Neuhaus a. Inn,09275134
Neuhaus a.d. Pegnitz,09574140
Neuhaus am Rennweg,16072013
Neuhäusel,07143052
Neuhausen,08236044
Neuhausen auf den Fildern,08116047
Neuhausen ob Eck,08327038
Neuhausen/Erzgeb.,14522400
Neuhausen/Spree,12071301
Neuhaus-Schierschnitz,16072014
Neuheilenbach,07232273
Neuhemsbach,07335028
Neuhof,03254025
Neuhof,06631018
Neuhof a.d. Zenn,09575152
Neuhofen,07338020
Neuhütten,07235093
Neuhütten,09677165
Neu-Isenburg,06438009
Neukalen,13071109
Neukamperfehn,03457015
Neukieritzsch,14729320
Neukirch,08435042
Neukirch,14625370
Neukirch/Lausitz,14625380
Neukirchen,01054086
Neukirchen,01055031
Neukirchen,06634017
Neukirchen,09278154
Neukirchen b. Hl. Blut,09372144
Neukirchen b. Sulzbach-Rosenberg,09371141
Neukirchen vorm Wald,09275135
Neukirchen/Erzgeb.,14521410
Neukirchen/Pleiße,14524210
Neukirchen-Balbini,09376146
Neukirchen-Vluyn,05170028
Neukloster,13074057
Neulehe,03454038
Neuleiningen,07332038
Neuler,08136046
Neulewin,12064349
Neulingen,08236073
Neulußheim,08226059
Neumagen-Dhron,07231092
Neumark,14523280
Neumark,16071061
Neumarkt i.d. OPf.,09373147
Neumarkt-Sankt Veit,09183129
Neumühle/Elster,16076052
